test_file,test_speaker,19,26,27,jill,sahil,sidali,zeyneb,karim,result,correct
data/wav/test/karim_input.wav,karim,1.2606433589194148,0.651948722491923,0.5954030642228504,1.096009830928441,0.3948854199117092,1.0175795240182794,1.3222695390819452,0.07672508153700996,karim,1.0
